title,username,text,clean_text,sentiment
Seasons,HabisNontonFilm,"In addition there are characters who suddenly change sexual orientation, season 4 as if they want to look memorable by killing one more character. Who's he? Just watch it yourself. 🤣 Still yeah. The Best Squad is still in season 1. Https://t.co/bubcedjal7",in addition there are characters who suddenly change sexual orientation season 4 as if they want to look memorable by killing one more character who s he? just watch it yourself still yeah the best squad is still in season 1,Positive
Layar,GilaFilmID,"Pagiiiiiiiii, hayo wake up, ready for nonbar human ironing 3, cc @moviegoersid @layat_tancep @totalfilmindo @kom_marvelindo",pagiiiiiiiii hayo wake up ready for nonbar human ironing 3 cc,Positive
El Conde,WatchmenID,"Hilarious comedy dish under the guise of vampire movies ""with alternate history spices that are on-point 👌 Many moments of pain with a lot of bloody scenes, but it's also difficult to not laugh with her ciamik comedy satirical.",hilarious comedy dish under the guise of vampire movies with alternate history spices that are on point many moments of pain with a lot of bloody scenes but it s also difficult to not laugh with her ciamik comedy satirical,Negative
Seasons,ErikDavis,@mikeryan 'tis the season!,tis the season!,Positive
Seasons,GilaFilmID,"The Handmaids Tale Season 5 trailer which is also the final season of this series. Is it excessive if we say that June can get a happy ending? ☹️☹️ Airing starting September 14 in the upstream, but for Indonesia it is likely to be aired on HBO again.   https://t.co/ggijzhrozm",the handmaids tale season 5 trailer which is also the final season of this series is it excessive if we say that june can get a happy ending? airing starting september 14 in the upstream but for indonesia it is likely to be aired on hbo again,Negative
Seasons,cinemuach,Light-hearted spectacle that you can binge during this time. 4 Season. Season 1-3 is on Netflix ID. Season 4 on Netflix UK. Each episode is only 20 minutes.  Watch that can make you want to be a good person,light hearted spectacle that you can binge during this time 4 season season 1 3 is on netflix id season 4 on netflix uk each episode is only 20 minutes watch that can make you want to be a good person,Negative
Buya Hamka,GilaFilmID,This is the first time I heard the voice of Buya Hamka. Before just knowing from the photo or reading his book/novel. When I hear this sound feels very familiar with one of the iconic characters. And Mingil believes other friends are also familiar with their tones. Is it really similar ???? 🥹🥹🥹 https://t.co/lvmeit5heb,this is the first time i heard the voice of buya hamka before just knowing from the photo or reading his book novel when i hear this sound feels very familiar with one of the iconic characters and mingil believes other friends are also familiar with their tones is it really similar ????,Negative
Seasons,GilaFilmID,"The first appearance of Season 5 Black Mirror. Anthony Mackie faced Yahya Abdul-Mateen II. Not yet known this scene is in what episode and as well as the story plot. What is certain is that these 2 actors face this face to face each other, in part ... https://t.co/8d0hds5m1m https://t.co/zhs9woizzx",the first appearance of season 5 black mirror anthony mackie faced yahya abdul mateen ii not yet known this scene is in what episode and as well as the story plot what is certain is that these 2 actors face this face to face each other in part,Positive
Peter Pan & Wendy,bicaraboxoffice,"Peter Pan & Amp Wendy (Disney) Ready Shooting April 17, 2020. Director David Lowery (Pete's Dragon). The film feature ""but it's not clear whether it is for Theatrical Release or Disney+.""",peter pan amp wendy disney ready shooting april 17 2020 director david lowery pete s dragon the film feature but it s not clear whether it is for theatrical release or disney,Negative
Moxie,CenayangFilm,"One good film from Amy Poehler. The story of dare to speak, dare to fight the wrong, and dare to fight. One film about the strong woman when compact. 

There are Lauren Tsai and Patrick Schwarzenegger (yeah right, he's his son Maria Shriver). 

Moxie is on Netflix https://t.co/b2o6za1kp1",one good film from amy poehler the story of dare to speak dare to fight the wrong and dare to fight one film about the strong woman when compact there are lauren tsai and patrick schwarzenegger yeah right he s his son maria shriver moxie is on netflix,Positive
Noise,ErikDavis,It’s too quiet this morning on Twitter. Feels like we need to make a little more noise…,it s too quiet this morning on twitter feels like we need to make a little more noise,Negative
Layar,bicaraboxoffice,"The two Indonesian films continue to survive strongly on the cinema screen, eroding the Kartika Yudha Knight. Especially #imperfect which rose significantly the number of screens. These two new films might get 1.5 million OW viewers.",the two indonesian films continue to survive strongly on the cinema screen eroding the kartika yudha knight especially which rose significantly the number of screens these two new films might get 1 5 million ow viewers,Positive
Layar,CenayangFilm,Never watched the devil servant in the villa at the top. Use a big screen. When the first 9 minutes scene immediately jiper @jokoanwar,never watched the devil servant in the villa at the top use a big screen when the first 9 minutes scene immediately jiper,Negative
Paradise,zavvi,"@bigsi40 We feel your pain, Simon!  But wouldn't you also love cruising around Paradise city in 4K at 60FPS?",we feel your pain simon! but wouldn t you also love cruising around paradise city in 4k at 60fps?,Negative
Village,slashfilm,It takes a village to make a Marvel movie. https://t.co/S2WOFKwfkG,it takes a village to make a marvel movie,Positive
Layar,danieldokter,"Ah, whatever watching movies like #escapefrommogadishu at home. Tense, tense. Where is the legitimate tense. Amused. The big screen is like me.  *We are happy to make the Tariz Sutriz 😂😂😂 https://t.co/fozccctwiw",ah whatever watching movies like at home tense tense where is the legitimate tense amused the big screen is like me we are happy to make the tariz sutriz,Positive
Hunger,danieldokter,"So no Lorax today @cinema21 Medan. Pdhl msh mau ngulang yg 3D. Save slots for Hunger Games and The Raid you guys, ay?",so no lorax today medan pdhl msh mau ngulang yg 3d save slots for hunger games and the raid you guys ay?,Negative
Black Panther- Wakanda Forever,HabisNontonFilm,"After the process of filming a long 21 month because of frequent delay, Black Panther: Wakanda Forever finally finished shooting in Puerto Rico.  The film was planned released November 11, 2022. Https://t.co/zsshn1rpvr",after the process of filming a long 21 month because of frequent delay black panther wakanda forever finally finished shooting in puerto rico the film was planned released november 11 2022,Negative
Leo,danieldokter,"Eat the bunsman. Kirain. After Leo Fong, there will be no bakpao who dares to be action lead. Until Keanu Reeves Brought this man.meh!",eat the bunsman kirain after leo fong there will be no bakpao who dares to be action lead until keanu reeves brought this man meh!,Negative
Seasons,WatchmenID,Umbrella Academy Season 2! The end of this month!   https://t.co/RT26RMSN98,umbrella academy season 2! the end of this month!,Positive
Like & Share,eug,"ANGELS' SHARE star Paul Brannigan: There are thousands of kids like Robbie in Glasgow."" Laverty found him working in community ctr #Cannes""",angels share star paul brannigan there are thousands of kids like robbie in glasgow laverty found him working in community ctr,Positive
Layar,bicaraboxoffice,POLLING OD 2019 #LAundryShow (7 February 2019) - Around 175 SCREEN SCHOOLS FIRST DAY =,polling od 2019 7 february 2019 around 175 screen schools first day,Neutral
Seasons,djaycoholyc,"Legion Season 3 (and Finale Season) starts airing today.  Really, all the X-Men series are cut all until the series",legion season 3 and finale season starts airing today really all the x men series are cut all until the series,Negative
Seasons,GilaFilmID,"White Walker isn't extinct in Westeros, they just moved to Korea.  Kingdom Season 2 Teaser Trailer  #Kingdom #kingdomnetflix #tvseries #netflix #netflixandchill #korea video more & gt & gt https://t.co/enaldmbcus https://t.co/dvbtkxoh1e",white walker isn t extinct in westeros they just moved to korea kingdom season 2 teaser trailer video more gt gt,Negative
Black Panther- Wakanda Forever,GilaFilmID,"Before spending tonight. Black Panther Rating: Wakanda Forever who has entered so far in the GRAVE GRAIT DISCUSSION Group. Tently 6.5/10, Highest 100/10 😂😂 https://t.co/x7ctqkgigu",before spending tonight black panther rating wakanda forever who has entered so far in the grave grait discussion group tently 6 5 10 highest 100 10,Negative
The Devil All The Time,HabisNontonFilm,"The Devil All The Time

Watching the thriller whose cast has all this to be patient at the beginning, really slow. Must be strong too, because the content is quite depressive, gloomy & amp; ignite emotions. 

Tom Holland & amp; Robert Pattinson is the most impressive! https://t.co/rgzkxyjdlt",the devil all the time watching the thriller whose cast has all this to be patient at the beginning really slow must be strong too because the content is quite depressive gloomy amp ignite emotions tom holland amp robert pattinson is the most impressive!,Positive
Layar,WatchmenID,"Where every time there is a very dark visual horror scene. Yes, it's really dark, too, 🙃 instead of being afraid we can't even barely see what actually happens, just suddenly someone dies, etc., etc. Yes, very concerned.   The screen is really dark, screaming. https://t.co/k2piwkygag",where every time there is a very dark visual horror scene yes it s really dark too instead of being afraid we can t even barely see what actually happens just suddenly someone dies etc etc yes very concerned the screen is really dark screaming,Negative
Seasons,akstanwyck,Just interviewed Wong kar-wai at the Four Seasons about gorgeous shortlisted China submission #Thegrandmaster. http://t.co/0ltw6ThVsK,just interviewed wong kar wai at the four seasons about gorgeous shortlisted china submission,Positive
